BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Moderate Income - NDR,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BlockLot,PPTS Project ID
201609168040,1480 WALLER ST,LEGALIZE (E) DWELLING UNIT @ REAR OF BASEMENT. ADD 1 HOUR CORRIDOR ADJACENT (E) UNIT. ADD FIRE SPRINKLER SYSTEM PER NFPA 13-R ON ENTIRELY OF BASEMENT LEVEL. (REFER TO ADU PA# 2016/9/16/8044),8,10,10,2,2,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,0,0,0,0,0,0,2,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,3,Full BP,05/23/2018 12:00:00 AM,05/23/2018 12:00:00 AM,RH-3,,1245015,2016-013107PRJ
201609168044,1480 WALLER ST,ADD 1 NEW DWELLING UNIT @ FRONT OF BASEMENT PER ORDINANCE# 30-15. INSTALL FIRE SPRINKLER SYSTEM PER NFPA 13R ON ENTIRELY OF BASEMENT LEVEL. (REFER TO UNIT LEGALIZATION PA# 2016/9/16/8040),8,10,10,2,2,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,0,0,0,0,2,2,0,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,3,Full BP,05/23/2018 12:00:00 AM,05/23/2018 12:00:00 AM,RH-3,,1245015,2016-013107PRJ
201609168045,2335 LARKIN ST,ADD UNIT PER ORD 30-15. ADDITION OF 2 NEW ADU'S WITHIN EXISTING ENVELOPE AT BASEMENT LEVEL PER ORD 30-15 & 162-15. ASSOCIATED WITH (ISSUED) SEISMIC UPGRADE PERMIT #2016-04-28-5938.,12,14,14,2,2,07/18/2019 12:00:00 AM,07/18/2019 12:00:00 AM,0,0,0,0,2,2,0,,2,Russian Hill,3 - Northeast,,3,Full BP,11/07/2017 12:00:00 AM,11/07/2017 12:00:00 AM,RH-2,,0525004,2016-013950PRJ
201609198063,1959 OAKDALE AV,"TO ERECT 3 STORIES, NO BASEMENT, 2 RESIDENTIAL DWELLING UNITS.",0,2,2,2,2,04/21/2022 12:00:00 AM,04/21/2022 12:00:00 AM,0,0,0,0,0,0,2,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,04/03/2018 12:00:00 AM,12/04/2018 12:00:00 AM,RH-2,,5319035,2014-000150PRJ
201609218371,1950 MISSION ST,"MOD. ERECT TWO TYPE 1A BUILDINGS, ONE 9 STORY MIXED USE 93 UNIT RESIDENTIAL  BUILDING, AND A 6 STORY MIXED USE 64 UNIT RESIDENTIAL BUILDING WITH DAY CARE FACILITIES, BUILDING FUNCTION, OFFICES, AND COMMERCIAL TENANT SPACES ON THE GROUND FLOOR",0,157,157,157,157,09/11/2020 12:00:00 AM,05/25/2021 12:00:00 AM,40,41,74,0,0,155,2,,9,Mission,8 - Mission,,1,Site Permit,02/16/2018 12:00:00 AM,12/28/2018 12:00:00 AM,NCT,100% Affordable,3554005,2016-001514PRJ
201609218436,1264 17TH AV,LEGALIZE DWELLING UNIT AT FIRST FLOOR PER ORDINANCE NO 43-14.,2,3,3,1,1,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,0,0,0,0,1,1,0,,5,Inner Sunset,14 - Inner Sunset,,3,Full BP,05/24/2019 12:00:00 AM,05/24/2019 12:00:00 AM,RM-1,,1734025,2018-014598PRJ
201609218442,2316 28TH AV,"UNIT LEGALIZATION PER ORDINANCE 43-14. MAKE THE CURRENT KITCHEN LEGAL, AND FRONT SETBACK PORTION OF AREA MATERIAL WILL BE CHANGED TO PERMABILITY MATERIAL. PER PLANNING CODE SECTION 132.",1,2,2,1,1,08/23/2017 12:00:00 AM,08/23/2017 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,01/26/2017 12:00:00 AM,01/26/2017 12:00:00 AM,RH-1,,2356029,2016-013497PRJ
201609218455,479 28TH ST,CONSTRUCT (N) 5-STORY MULTIFAMILY DWELLING UNIT,0,2,2,2,2,12/15/2022 12:00:00 AM,12/15/2022 12:00:00 AM,0,0,0,0,0,0,2,,8,Noe Valley,7 - Central,,2,Site Permit,11/30/2018 12:00:00 AM,06/12/2020 12:00:00 AM,RH-2,,6612032,2016-012872PRJ
201609218456,479 28TH ST,DEMOLISH 3-STORY SINGLE FAMILY RESIDENCE,1,0,0,-1,-1,06/07/2021 12:00:00 AM,06/07/2021 12:00:00 AM,0,0,0,0,0,0,-1,,8,Noe Valley,7 - Central,,6,Full BP,11/30/2018 12:00:00 AM,11/30/2018 12:00:00 AM,RH-2,,6612032,2016-012872PRJ
201609228509,1108A LAKE ST,ADU PER ORDINANCE# 162-16. CREATE ADU FROM UNUSED BUILDING STORAGE AREA @ 1ST FL. CONSTRUCTED (N) ACCESSORY DWELLING UNIT UNDER SOFT STORY RETROFIT PROGRAM PA# 2016/8/12/4870.,6,7,7,1,1,04/07/2021 12:00:00 AM,04/07/2021 12:00:00 AM,0,0,0,0,1,1,0,,2,Inner Richmond,1 - Richmond,,3,Full BP,10/05/2017 12:00:00 AM,10/05/2017 12:00:00 AM,RH-2,,1346002,2016-013667PRJ
201609228561,2386 34TH AV,"PER UNIT LEGALIZATION ORDINANCE 43-14, LEGALIZE TWO BEDROOMS, TWO BATHROOMS, ONE FAMILY FROOM, ONE KITCHEN ON 1ST FLOOR.",2,3,3,1,1,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,04/11/2017 12:00:00 AM,04/11/2017 12:00:00 AM,NCD,,2362022A,2016-013084PRJ
201609238682,2251 BROADWAY *,"PER UNIT LEGALIZATION ORDINANCE# 43-14. AT GROUND FLOOR LEGALIZE (E) IN-LAW UNIT. 1 BEDROOM & 1 BATHROOM.
** MAHER: N/A **",2,3,3,1,1,07/19/2018 12:00:00 AM,07/19/2018 12:00:00 AM,0,0,0,0,1,1,0,,2,Pacific Heights,2 - Marina,,3,Full BP,08/11/2017 12:00:00 AM,08/11/2017 12:00:00 AM,RM-1,,0581015A,2016-014419PRJ
201609238735,888 DE HARO ST,"REAR BLDG. LEGALIZE AN (E) 1ST FLOOR UNIT BY REMODELING/RECREATING KITCHEN, REMODEL (E) BATHROOM, ADD CABINET & LIVING ROOM & A CLOSET @ NEW BEDROOM. ALL ELECTRICAL & HEATING @ 1ST FLOOR ONLY TO BE UPGRADE, TWO NEW PROPERTY LINE WINDOWS.",1,2,2,1,1,04/08/2019 12:00:00 AM,04/08/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Potrero Hill,9 - South of Market,,3,Full BP,02/23/2017 12:00:00 AM,02/23/2017 12:00:00 AM,RH-3,,4095015,2016-013757PRJ
201609268810,351 MANGELS AV,"NEW ACCESSORY UNIT AT GROUND FLOOR. PROVIDE NEW  LIVING ROOM/KITCHEN, NEW BEDROOM AND NEW BATHROOM. NO WORK ON SECOND FLOOR.",1,2,2,1,1,05/15/2018 12:00:00 AM,05/15/2018 12:00:00 AM,0,0,0,0,1,1,0,,7,West of Twin Peaks,13 - Ingleside,,3,Full BP,09/29/2017 12:00:00 AM,09/29/2017 12:00:00 AM,RH-1,,3089065,2016-013077PRJ
201609278885,2942 FRANKLIN ST,"CONVERT (E) GARAGE SPACE TO NEW DWELLING UNITS WITHIN (E) ENVELOPE. (N) KITCHEN, BATHS AND ENTRY DOORS. (N) WINDOWS VISIBLE FROM STREET. NO STRUCTURAL WORK - UNDER SEPARATE PERMIT. SPRINKLER & FIRE ALARM UNDER SEPARATE APP.",18,22,22,4,4,12/19/2019 12:00:00 AM,12/19/2019 12:00:00 AM,0,0,0,0,0,0,4,,2,Marina,2 - Marina,,3,Full BP,01/10/2018 12:00:00 AM,01/10/2018 12:00:00 AM,RH-3,,0498022C,2016-013404PRJ
201609278929,60 SYCAMORE ST,"ADDITION OF 2 NEW UNITS (1 BED, 1 BATH & 1 KITCHEN EACH) @ BASEMENT LEVEL PER ORDINANCE NO# 30-15. SOFT STORY PA# 2015/7/14/1407. 
** MAHER: N/A **",6,8,8,2,2,08/12/2021 12:00:00 AM,08/12/2021 12:00:00 AM,0,0,0,0,2,2,0,,9,Mission,8 - Mission,Mission District Streetscape Plan,3,Full BP,10/26/2017 12:00:00 AM,10/26/2017 12:00:00 AM,RTO-M,,3576072,2016-013403PRJ
201609278931,2127 TAYLOR ST,"REAR BLDG. PER UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZATION OF UNIT# 7 ON 1ST FLOOR OF 2131 TAYLOR LOCATED IN REAR BUILDING. 1 BED, 1 BATH, 1 KITCHEN.",2,3,3,1,1,05/04/2018 12:00:00 AM,05/04/2018 12:00:00 AM,0,0,0,0,1,1,0,,3,Russian Hill,3 - Northeast,,3,Full BP,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,RM-1,,0073003,2016-013402PRJ
201609299151,1438 PAGE ST,"UNIT LEGALIZATION PER ORDINANCE NO. 43-14. LEGALIZE (E) UNIT #9 ON 1ST FLR WITH ONE BDRM, LIVING ROOM, KITCHEN, TWO CLOSETS & TWO FULL BATH.",8,9,9,1,1,10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,0,0,0,0,1,1,0,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,3,Full BP,01/16/2018 12:00:00 AM,01/16/2018 12:00:00 AM,RH-3,,1222011,2016-013075PRJ
201610039432,119 CAYUGA AV,UNIT LEGALIZATION. LEGALIZE 1/FL DWELLING UNIT. AND UNIT RENOVATION. EXISTING DWELLING UNIT ON 2/FL RENOVATION. FILL 2 LIGHTWELLS. REBUILD REAR STAIR. LOWER (E) 1/FL SLAB.,1,2,2,1,1,05/03/2019 12:00:00 AM,05/03/2019 12:00:00 AM,0,0,0,0,0,0,1,,8,Outer Mission,12 - South Central,Glen Park (superseded),3,Full BP,07/10/2017 12:00:00 AM,07/10/2017 12:00:00 AM,RH-1,,6786025,2016-013755PRJ
201610069700,2750 GEARY BL,"1ST FLR: SELECT DEMO OF UNIT BATHROOM, SITTING RM, CLOSET, PARTITION WALL AT ACTIVITY RM & DINING RM. RENOVATE UNIT INTO 2 UNITS. 2ND FLR: SELECT DEMO AT STAIRS, DUMBWAITER, RECPT AND UNIT BEDRM NEW UNIT W/MODIFICATION OF (E) UNIT. REVISE PREP AREA AT DINING. 3RD FLR: SELECT DEMO AT STAIRS DUMB...",72,75,75,3,3,09/28/2018 12:00:00 AM,09/28/2018 12:00:00 AM,0,0,0,0,0,0,3,,2,Presidio Heights,1 - Richmond,Geary Corridor,8,Full BP,01/24/2017 12:00:00 AM,01/24/2017 12:00:00 AM,RH-2,,1070001A,2016-013399PRJ
201610079826,3673 16TH ST,"ADD 2ND UNIT ON 1ST FLOOR.INTERIOR REMODEL: INSTALL NEW KITCHEN AND NEW BATHROOM. ADD INSULATION AND 1 HOUR WALL AND CEILING SEPARATION. INSTALL NEW LIGHTING, RECEPTACLES AND SWITCHES. ADD NEW COMBI TANKLESS HEATER FOR COMBINED DOMESTIC & HYDRAUNIC HEATING SYSTEM. NEW FLOORING AND INTERIOR FINISHES.",1,2,2,1,1,07/31/2017 12:00:00 AM,07/31/2017 12:00:00 AM,0,0,0,0,0,0,1,,8,Castro/Upper Market,6 - Buena Vista,,8,Full BP,10/18/2016 12:00:00 AM,10/18/2016 12:00:00 AM,RH-3,,3562027,2016-013036PRL
201610119879,826 ALVARADO ST,"ADD NEW 2ND DWELLING UNIT AT GROUND FLOOR WITH SEPARATE ENTRY, CONVERT PORTION OF GROUND FLOOR STORAGE AREA TO NEW LIVING AREA WITH BEDROOM AND BATHROOM.",1,2,2,1,1,08/11/2017 12:00:00 AM,08/11/2017 12:00:00 AM,0,0,0,0,0,0,1,,8,Noe Valley,7 - Central,,8,Full BP,10/11/2016 12:00:00 AM,10/11/2016 12:00:00 AM,RH-2,,2775015,2016-013058PRL
201610130185,1273A 10TH AV,"ADU PER ORD #162-16 INCLUDING (1) BEDROOMS, (2) FULL BATHS, KITCHEN, LIVING ROOM, MEDIA ROOM, OFFICE & LAUNDRY ON GROUND FLOOR. Grd fl sprinklered to NFPA-13 on deferred submittal.",2,3,3,1,1,02/11/2019 12:00:00 AM,02/11/2019 12:00:00 AM,0,0,0,0,1,1,0,,5,Inner Sunset,14 - Inner Sunset,,3,Full BP,09/21/2017 12:00:00 AM,09/21/2017 12:00:00 AM,RH-2,,1740016,2016-014016PRJ
201610130226,2264 GREEN ST,ADD DWELLING UNITS #2266 #4 & 2266 #5. ORDINANCE #162-16. RENOVATION TO 2266 #4 TO INCLUDE (N) OPENING FROM SLEEPING SPACE. RENOVATION TO 2266 #6 TO INCLUDE (N) ENTRY & REMODEL KITCHEN & BATHROOM. EXTERIOR WORK:(N) EGRESS DOOR @ FACADE PER SFFD.,13,15,15,2,2,02/01/2022 12:00:00 AM,02/01/2022 12:00:00 AM,0,0,0,0,2,2,0,,2,Marina,2 - Marina,,3,Full BP,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,RH-3,,0539015A,2016-013758PRJ
201610130233,4164A 26TH ST,"LEGALIZE AS-BUILD UNIT (UNIT C) INCLUDED KITCHEN, (2) BEDROOMS, (2) BATH, LIVING ROOM, MUD ROOM ON BASEMENT",2,3,3,1,1,10/31/2018 12:00:00 AM,10/31/2018 12:00:00 AM,0,0,0,0,0,0,1,,8,Noe Valley,7 - Central,,3,Full BP,11/02/2017 12:00:00 AM,11/02/2017 12:00:00 AM,RH-2,,6554014,2016-014341PRJ
201610140291,338 GARFIELD ST,"REMOVE TWO STRUCTURE IN GARAGE, BUILT WITHOUT PERMIT.  ABATE COMPLAINT # 201581371 & #201617631.  REMOVE PROPERTY LINE WINDOW.",1,1,0,-1,-1,11/09/2016 12:00:00 AM,11/09/2016 12:00:00 AM,0,0,0,0,0,0,-1,,11,Oceanview/Merced/Ingleside,13 - Ingleside,,8,Full BP,10/14/2016 12:00:00 AM,10/14/2016 12:00:00 AM,RH-1,,6992026,
201610140343,101 SANCHEZ ST,"3 NEW UNITS AT GOUND LEVEL. NEW WINDOWS AT FRONT AND REAR ELEVATIONS. NEW EXCAVATION WORK AT NEW UNITS. ADU W/ SOFT STORY 201608084468.  
** MAHER: N/A **",15,18,18,3,3,05/07/2019 12:00:00 AM,05/07/2019 12:00:00 AM,0,0,0,0,3,3,0,,8,Castro/Upper Market,6 - Buena Vista,,3,Full BP,06/21/2018 12:00:00 AM,06/21/2018 12:00:00 AM,RTO,,3542028,2016-014026PRJ
201610140345,699 WEBSTER ST,ESTABLISHING DWELLING UNIT AT ABANDONED CORNER STORE,1,2,2,1,1,10/02/2017 12:00:00 AM,10/02/2017 12:00:00 AM,0,0,0,0,0,0,1,,5,Hayes Valley,5 - Western Addition,,3,Full BP,08/17/2017 12:00:00 AM,08/17/2017 12:00:00 AM,RH-3,,0804001,2016-013763PRJ
201610180549,414 BARTLETT ST,"RENOVATION AND MODIFICATION OF UPPER 2 UNITS. ADDITION OF ONE 2 BEDROOM UNIT IN GARAGE, MODERNIZE ELECTRICAL AND PLUMBING.  ADD SPRINKLER SYSTEM TO 1ST FLOOR PER NFPA 13 UNDER SEPARATE PERMIT.",2,3,3,1,1,07/23/2019 12:00:00 AM,07/23/2019 12:00:00 AM,0,0,0,0,0,0,1,,9,Mission,8 - Mission,,3,Full BP,11/30/2017 12:00:00 AM,11/30/2017 12:00:00 AM,RTO-M,,6530002,2016-013488PRL
201610180594,1048 UNION ST,"ADDITION OF(1)(N) UNIT IN BASEMENT AS ALLOWED W/ SOFT STORY SEISMIC UPGRADE (REF PA 2016-0901-6620 PER ORD 162-16), AND CONVERSION OF (E) OFFICE TO (1) NEW UNIT AND REMODEL LAUNDRY AREA IN BASEMENT. ALL WORK IS WITHIN (E) BLD ENVELOPE. Total 2 new units. Sprinkler/alarm deferred.",20,22,22,2,2,04/03/2018 12:00:00 AM,04/03/2018 12:00:00 AM,0,0,0,0,1,1,1,,2,Russian Hill,3 - Northeast,,3,Full BP,08/29/2017 12:00:00 AM,08/29/2017 12:00:00 AM,RM-2,,0098005,2016-014091PRJ
201610180604,215 DORE ST,REAR COTTAGE- CONVERT STORAGE TO NEW UNIT IN REAR LOT OF 2 STORIES SINGLE FAMILY. ADD STOVE AND HOOD. N/A ORDINANCE #155-13,0,1,1,1,1,02/28/2017 12:00:00 AM,02/28/2017 12:00:00 AM,0,0,0,0,0,0,1,,6,South of Market,9 - South of Market,,8,Full BP,11/22/2016 12:00:00 AM,11/22/2016 12:00:00 AM,RED,,3525035,2016-014638PRL
201610200843,8 NIANTIC AV,"PER UNIT LEGALIZATION ORDINANCE 43-14, LEGALIZE (E) UNIT ON 2nd FLOOR W/ 2 BEDROOMS, KITCHEN, LIVING ROOM & 1 FULL BATH PER PLAN PER 43-14.",1,2,2,1,1,11/19/2021 12:00:00 AM,11/19/2021 12:00:00 AM,0,0,0,0,1,1,0,,7,Oceanview/Merced/Ingleside,13 - Ingleside,,3,Full BP,07/18/2019 12:00:00 AM,07/18/2019 12:00:00 AM,RH-1,,7178001,2016-014946PRJ
201610200847,1742 NORTH POINT ST,PER ORDINANCE #162-16. ADD DWELLING UNIT TO (E) 2-UNIT BUILDING. SEE REF #201606079348,2,3,3,1,1,06/12/2018 12:00:00 AM,06/12/2018 12:00:00 AM,0,0,0,0,1,1,0,,2,Marina,2 - Marina,,3,Full BP,12/21/2017 12:00:00 AM,12/21/2017 12:00:00 AM,RH-2,,0436E013,2016-014504PRJ
201610210871,445 AMAZON AV,"UNIT LEGALIZATION ORD 43-14. LEGALIZE 1ST FLOOR UNIT WITH (1) BEDROOM, (1) LIVING ROOM, (1) FULL BATH, & KITCHEN (PER ORDINANCE #43-14). RELOCATE (N) FURNACE & WATER HEATER.",1,2,2,1,1,09/13/2017 12:00:00 AM,09/13/2017 12:00:00 AM,0,0,0,0,1,1,0,,11,Excelsior,12 - South Central,,3,Full BP,04/03/2017 12:00:00 AM,04/03/2017 12:00:00 AM,RH-1,,6351007B,2016-014141PRJ
201610210891,863 OCEAN AV,CHANGE OF USE. REMODEL TO RESTORE ORIGINAL R-2 OCCUPANCY. 2 NEW KITCHENS SHALL BE BUILT IN THEIR ORIGINAL LOCATION. EXTG FIRE ALARM TO BE REMOVED. SEE PRE-APP MTG. MINUTES DATED 6/16/16,0,3,3,3,3,12/21/2018 12:00:00 AM,12/21/2018 12:00:00 AM,0,0,0,0,0,0,3,,7,Oceanview/Merced/Ingleside,13 - Ingleside,Balboa Park,3,Full BP,04/11/2018 12:00:00 AM,04/11/2018 12:00:00 AM,RH-1,,6946051,2016-014121PRJ
201610210934,653 HEAD ST,LEGALIZATION OF DWELLING UNIT WITHOUT PERMIT IN A SINGLE FAMILY DWELLING PER ORDINANCE #43-14.,1,2,2,1,1,12/07/2018 12:00:00 AM,12/07/2018 12:00:00 AM,0,0,0,0,1,1,0,,11,Oceanview/Merced/Ingleside,13 - Ingleside,,3,Full BP,11/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,RH-1,,7008009,2016-014240PRJ
201610210942,1751A SILVER AV,"UNIT LEGALIZATION ORD #43-14. INTERIOR ALTERATION ONLY, NO FACADE CHANGES,  NO SQ. FTGE ADDED, REPLACE GARAGE APT (BDRM, BATH, KITCHEN) WITH NEW RELOCATION OF BDRM, BATH, KITCHEN & LIVING/REC RM ON THE (E) 1ST FLR.",1,2,2,1,1,03/24/2021 12:00:00 AM,03/24/2021 12:00:00 AM,0,0,0,0,1,1,0,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,3,Full BP,01/17/2019 12:00:00 AM,01/17/2019 12:00:00 AM,RH-1,,5394004,2016-014137PRJ
201610251069,2146 UNION ST,"ADDITION AND RENOVATION OF MIXED USE RETAIL/RESIDENTIAL BLDG. RENOVATION OF (E) GROUND FLR RETAIL & 2 (E) RESIDENTIAL UNITS. ADDITION OF (4) RESIDENTIAL UNITS AT REAR OF BUILDING. TOTAL ADDITION OF 4,191 SF.
** MAHER: N/A **",2,6,6,4,4,04/23/2021 12:00:00 AM,04/23/2021 12:00:00 AM,0,0,0,0,0,0,4,,2,Marina,2 - Marina,,3,Site Permit,03/08/2018 12:00:00 AM,09/27/2018 12:00:00 AM,RH-2,,0533014,2016-014626PRJ
201610261176,3256 21ST ST,"ADD UNIT PER ORDINANCES 162-16. AT GROUND FLOOR, ADD NEW UNIT TO REPLACE THREE (E) GARAGE STALLS. SOFT STORY UPGRADE UNDER PA# 2015/9/11/6766. 
** MAHER: N/A **",16,17,17,1,1,04/19/2019 12:00:00 AM,04/19/2019 12:00:00 AM,0,0,0,0,0,0,1,,9,Mission,8 - Mission,,3,Full BP,09/01/2017 12:00:00 AM,09/01/2017 12:00:00 AM,NCT,,3609022,2016-014997PRJ
201610281361,18 TURK MURPHY LN,ERECT 4 STORIES 6 DWELLING UNITS.TYPE 5 BUILDING.,0,6,6,6,6,06/24/2021 12:00:00 AM,06/24/2021 12:00:00 AM,0,0,0,0,0,0,6,,3,Chinatown,3 - Northeast,,2,Site Permit,07/27/2018 12:00:00 AM,07/17/2019 12:00:00 AM,CCB,,0147022,2016-014272PRJ
201610311468,1 COUNTRY CLUB DR,CONVERSION OF (E) UNCONDITIONED LOWER FLOOR GARAGE & STORAGE SPACE INTO (N) CONDITIONED ACCESSORY DWELLING UNIT.,1,2,2,1,1,04/27/2018 12:00:00 AM,04/27/2018 12:00:00 AM,0,0,0,0,1,1,0,,7,Sunset/Parkside,13 - Ingleside,,3,Site Permit,05/04/2017 12:00:00 AM,06/05/2017 12:00:00 AM,RH-1(D),,7275017,2016-014276PRJ
201610311527,1322 23RD AV,1)CONVERT EXTG 1ST FLOOR TO ONE UNIT TO TWO FAMILY UNIT HOUSE. 2)2ND FLOOR: REMODEL KITCHEN AND BATHROOM. 3)INSTALL NEW EXTERIOR SPIRAL STAIRS.,1,2,2,1,1,08/28/2019 12:00:00 AM,08/28/2019 12:00:00 AM,0,0,0,0,0,0,1,,4,Sunset/Parkside,15 - Outer Sunset,,8,Full BP,12/27/2016 12:00:00 AM,12/27/2016 12:00:00 AM,RH-2,,1777035,2016-015086PRL
201610311558,2135 CALIFORNIA ST,ADD UNIT PER ORDINANCE NO# 162-16. CONVERT (E) UNCONDITIONED UTILITY / STORAGE AREA & PORTION OF (E) LIGHTWELL INTO NEW 2201 SF ACCESSORY DWELLING UNIT.,12,13,13,1,1,06/27/2018 12:00:00 AM,06/27/2018 12:00:00 AM,0,0,0,0,1,1,0,,5,Pacific Heights,5 - Western Addition,Japantown,3,Full BP,08/31/2017 12:00:00 AM,08/31/2017 12:00:00 AM,RH-2,,0651023,2016-014268PRJ
201611021779,3053 TURK ST,"REMOVING 2 CAR GARAGE TO CONVERT TO ONE NEW DWELLING UNIT (10 UNITS TOTAL) AS PER ORDINANCE 162-16 THERE WILL BE 2 NEW WINDOWS FACING THE ENTRY, 1 BATH, 1 KITCHEN. REVISION TO PERMIT #2015-1218-5561 (7 TO 10 UNITS).",7,8,8,1,1,08/02/2018 12:00:00 AM,08/02/2018 12:00:00 AM,0,0,0,0,1,1,0,,1,Lone Mountain/USF,1 - Richmond,,3,Full BP,06/13/2017 12:00:00 AM,06/13/2017 12:00:00 AM,RH-2,,1143015,2016-000320PRJ
201611031890,427 VELASCO AV,"LEGALIZE AS-BUILT UNIT (UNIT B) ON 1ST FL WITH (2) BEDROOMS, (1) FULL BATH, KITCHEN & (1) OFFICE PER PLAN PER ORD. #43-14.",1,2,2,1,1,11/16/2021 12:00:00 AM,11/16/2021 12:00:00 AM,0,0,0,0,1,1,0,,10,Visitacion Valley,12 - South Central,,3,Full BP,01/26/2018 12:00:00 AM,01/26/2018 12:00:00 AM,RH-1,,6319019,2016-015570PRJ
201611041967,700 12TH AV,ADD 3 NEW NEW UNITS AT FIRST FLOOR PER ORDINANCE 162-16,6,9,9,3,3,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,0,0,0,0,3,3,0,,1,Inner Richmond,1 - Richmond,,3,Full BP,12/27/2017 12:00:00 AM,12/27/2017 12:00:00 AM,RH-2,,1654043,2016-015039PRJ
201611042024,3190 SAN BRUNO AV,"CONVERT (6) COVERED PARKING SPACES INTO (2) NEW ACCESSORY DWELLING UNITS PER ORD# 162-16. RENOVATE UNIT #11, CONVERT INTO (2) BED, (1)BATH LAYOUT. REFERENCE PA# 201511303764 FOR SOFT STORY RETROFIT.
** MAHER: N/A **",10,13,13,3,3,04/07/2021 12:00:00 AM,04/07/2021 12:00:00 AM,0,0,0,0,3,3,0,,9,Portola,12 - South Central,,3,Full BP,11/09/2018 12:00:00 AM,11/09/2018 12:00:00 AM,RM-1,,6156028,2016-015477PRJ
201611042028,55 STONEYBROOK AV,REMODEL KITCHEN IN MAIN UNIT. CONSTRUCTION ACCESSORY UNIT IN BASEMENT. CONSTRUCT BIKE PARKING IN BASEMENT. DEMO STAIRS & CONSTRUCT CLOSET. BRING ELECTRICAL & PLUMBING UP TO CURRENT CODE. CONSTRUCT UTILITY CLOSET & MOVE HEATER & WATER HEATER INTO IT.,1,2,2,1,1,09/05/2017 12:00:00 AM,09/05/2017 12:00:00 AM,0,0,0,0,1,1,0,,11,Excelsior,12 - South Central,,3,Full BP,04/28/2017 12:00:00 AM,04/28/2017 12:00:00 AM,RH-1,,5887034,2016-014996PRJ
201611072097,5211 MISSION ST,UNIT LEGALIZATION 43-14. LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT. LEGALIZATION (E) KITCHEN AND CONVERT (E) HEATER RM INTO BEDROOM. ALL WORK AT GROUND FLR.,4,5,5,1,1,12/23/2019 12:00:00 AM,12/23/2019 12:00:00 AM,0,0,0,0,1,1,0,,11,Excelsior,12 - South Central,,3,Site Permit,05/25/2018 12:00:00 AM,05/25/2018 12:00:00 AM,NCD,,6462025,2016-015026PRJ
201611082228,2727 34TH AV,"LEGALIZE ROOMS ON 1ST FLR AS 2ND UNIT INCLUDING 3 BDRMS, 2 BATH, KITCHEN, DINING & LIVING. ADD WINDOWS @ SIDE, RELOCATE WATER HEATER, FURNACE. REPLACE FOUNDATION. UNIT LEGALIZATION ORDINANCE 43-14.",1,2,2,1,1,06/06/2018 12:00:00 AM,06/06/2018 12:00:00 AM,0,0,0,0,1,1,0,,4,Sunset/Parkside,15 - Outer Sunset,,3,Full BP,07/25/2017 12:00:00 AM,07/25/2017 12:00:00 AM,RH-1,,2503A005,2016-015109PRJ
201611082235,4061 CESAR CHAVEZ ST,"RENOVATE (E) SINGLE FAMILY 2-STORY HOME TO 2-UNIT, 4-STORY BUILDING W/ VERTICAL & HORIZONTAL ADDITION.",1,2,2,1,1,08/19/2019 12:00:00 AM,08/19/2019 12:00:00 AM,0,0,0,0,0,0,1,,8,Noe Valley,7 - Central,,3,Site Permit,02/27/2018 12:00:00 AM,06/12/2018 12:00:00 AM,RH-2,,6580031B,2016-014894PRJ
